2026-01-29 10:38:29 | INFO | __main__:initialize:54 | ========== RTSP监测系统初始化完成（使用背景建模检测） ==========
2026-01-29 10:44:23 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.95% -> 处理后 0.071%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:23 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (45.603%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:23 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:44:23 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (5.197%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:23 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 5.20% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:23 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (5.561%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:24 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.960%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:24 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.96% -> 处理后 0.046%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:24 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (45.733%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:24 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:44:24 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (5.343%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:24 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 5.34% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:24 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (5.751%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:25 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.727%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:25 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.73% -> 处理后 0.045%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:25 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (45.832%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:25 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:44:25 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.710%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:25 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.71% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:25 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (5.556%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:26 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.219%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:26 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.22% -> 处理后 0.046%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:26 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (46.931%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:26 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:44:26 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.897%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:26 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.90% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:26 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (6.299%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:27 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.618%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:27 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.62% -> 处理后 0.046%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:27 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (47.195%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:27 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:44:27 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.534%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:27 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.53% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:27 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (5.861%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:28 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.022%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:28 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.02% -> 处理后 0.071%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:28 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (47.399%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:28 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:44:28 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.352%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:28 | DEBUG | image_detection:_calculate_background_subtraction:163 | 背景建模 - 原始: 90248/2073600 (4.352%), 处理后: 0/2073600 (0.000%)
2026-01-29 10:44:28 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.35% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:28 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (6.147%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:29 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.579%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:29 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.58% -> 处理后 0.028%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:29 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (47.343%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:29 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:44:29 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.603%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:29 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.60% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:29 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (5.967%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:30 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.105%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:30 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.11% -> 处理后 0.069%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:30 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (47.553%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:30 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:44:30 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.596%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:30 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.60% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:30 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (6.025%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:31 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.552%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:31 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.55% -> 处理后 0.032%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:31 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (47.463%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:31 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:44:31 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.358%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:31 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.36% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:31 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (5.836%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:32 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.039%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:32 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (47.598%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:32 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:44:32 | INFO | __main__:signal_handler:300 | 接收到退出信号，正在关闭系统...
2026-01-29 10:44:32 | INFO | __main__:shutdown:274 | 正在关闭系统...
2026-01-29 10:44:32 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.568%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:32 | INFO | __main__:stop_all_monitors:178 | ========== 停止所有RTSP监测服务 ==========
2026-01-29 10:44:32 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.57% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:33 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (6.074%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:33 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.463%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:33 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.46% -> 处理后 0.082%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:33 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (47.710%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:33 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:44:33 | INFO | camera_monitor:_worker_process:202 | 后台工作线程已停止 - 摄像头: 大门区域摄像头1
2026-01-29 10:44:33 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.759%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:33 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.76% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:34 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (6.046%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:34 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (3.964%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:34 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 3.96% -> 处理后 0.086%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:34 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (47.831%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:34 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:44:34 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.536%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:34 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.54% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:35 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (5.026%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:35 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.308%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:35 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.31% -> 处理后 0.085%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:35 | INFO | input_shaper:_log_stats_periodically:217 | [一层室内较小库房摄像头1] InputShaper 统计 - 拉取: 750帧, 输出: 59帧, 丢弃: 0帧, 溢出: 0次, 空读: 0次, 重复: 0次, 缓冲区: 6/30
2026-01-29 10:44:35 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (47.959%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:35 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:44:35 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (5.309%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:35 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 5.31% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:36 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (6.230%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:36 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.037%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:36 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.04% -> 处理后 0.078%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:36 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (48.046%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:36 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:44:36 | INFO | input_shaper:_log_stats_periodically:217 | [一层贵重物品区摄像头1] InputShaper 统计 - 拉取: 750帧, 输出: 59帧, 丢弃: 0帧, 溢出: 0次, 空读: 0次, 重复: 0次, 缓冲区: 3/30
2026-01-29 10:44:36 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.625%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:36 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.63% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:37 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (5.140%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:37 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.195%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:37 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 4.20% -> 处理后 0.078%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:44:37 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (48.213%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:44:37 | INFO | camera_monitor:_monitor_loop:300 | 摄像头 一层室外大件物品区摄像头1 检测到变化...
2026-01-29 10:45:15 | INFO | __main__:initialize:54 | ========== RTSP监测系统初始化完成（使用背景建模检测） ==========
2026-01-29 10:45:18 | INFO | __main__:start_all_monitors:59 | ========== 开始启动RTSP监测服务 ==========
2026-01-29 10:45:18 | INFO | database:_fetch_cameras_from_api:103 | 调用摄像头配置接口: https://localhost:8090/caseapp/track/rtspStream
2026-01-29 10:45:18 | INFO | database:_fetch_cameras_from_api:121 | 接口返回 7 个摄像头配置
2026-01-29 10:45:18 | WARNING | database:get_all_cameras:171 | 数据库中未找到USB摄像头配置（rtspssl LIKE 'usb:%'）
2026-01-29 10:45:18 | INFO | __main__:start_all_monitors:68 | 找到 7 个有效摄像头，开始启动监测...
2026-01-29 10:45:18 | INFO | __main__:start_all_monitors:85 | YOLO池配置分析: 需要创建池ID=[], 需要默认池=True
2026-01-29 10:45:18 | INFO | __main__:start_all_monitors:100 | 使用多线程 YOLO 池
2026-01-29 10:45:18 | ERROR | __main__:start_all_monitors:133 | 创建YOLO池失败: OpenVINO 未安装，请运行: pip install openvino
或者在 config.py 中设置 force_engine='onnx' 使用 ONNX Runtime
2026-01-29 10:45:18 | WARNING | __main__:start_all_monitors:134 | 将回退到每个摄像头独立创建YOLO实例的模式
2026-01-29 10:45:18 | INFO | __main__:start_all_monitors:158 | 摄像头 大门区域摄像头1 (ID: 1) 使用YOLO配置: 默认全局池
2026-01-29 10:45:18 | INFO | camera_monitor:__init__:43 | 摄像头 大门区域摄像头1 (ID: 1) RTSP URL: rtsp://admin:khjy%40123@192.168.100.109:554/Streaming/Channels/100
2026-01-29 10:45:18 | INFO | image_detection:__init__:32 | 初始化背景建模检测器
2026-01-29 10:45:18 | INFO | image_storage:__init__:37 | 图片保存目录: D:\appdata\uploadPath\caseapp
2026-01-29 10:45:18 | INFO | camera_monitor:__init__:58 | 摄像头 大门区域摄像头1 将创建独立YOLO实例
2026-01-29 10:45:18 | INFO | camera_monitor:_worker_process:156 | 后台工作线程开始运行 - 摄像头: 大门区域摄像头1
2026-01-29 10:45:18 | INFO | camera_monitor:start:118 | 后台工作线程已启动: 大门区域摄像头1 (ID: 1)
2026-01-29 10:45:18 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40123@192.168.100.109:554/Streaming/Channels/100
2026-01-29 10:45:18 | INFO | camera_monitor:start:127 | 开始监测摄像头: 大门区域摄像头1 (ID: 1)
2026-01-29 10:45:19 | INFO | __main__:start_all_monitors:158 | 摄像头 一层车库区摄像头2 (ID: 2) 使用YOLO配置: 默认全局池
2026-01-29 10:45:19 | INFO | camera_monitor:__init__:43 | 摄像头 一层车库区摄像头2 (ID: 2) RTSP URL: rtsp://admin:khjy%40123@192.168.100.109:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:45:19 | INFO | image_detection:__init__:32 | 初始化背景建模检测器
2026-01-29 10:45:19 | INFO | image_storage:__init__:37 | 图片保存目录: D:\appdata\uploadPath\caseapp
2026-01-29 10:45:19 | INFO | camera_monitor:__init__:58 | 摄像头 一层车库区摄像头2 将创建独立YOLO实例
2026-01-29 10:45:19 | INFO | camera_monitor:_worker_process:156 | 后台工作线程开始运行 - 摄像头: 一层车库区摄像头2
2026-01-29 10:45:19 | INFO | camera_monitor:start:118 | 后台工作线程已启动: 一层车库区摄像头2 (ID: 2)
2026-01-29 10:45:19 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40123@192.168.100.109:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:45:19 | INFO | camera_monitor:start:127 | 开始监测摄像头: 一层车库区摄像头2 (ID: 2)
2026-01-29 10:45:20 | INFO | __main__:start_all_monitors:158 | 摄像头 一层贵重物品区摄像头1 (ID: 3) 使用YOLO配置: 默认全局池
2026-01-29 10:45:20 | INFO | camera_monitor:__init__:43 | 摄像头 一层贵重物品区摄像头1 (ID: 3) RTSP URL: rtsp://admin:khjy%40123@192.168.100.107:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:45:20 | INFO | image_detection:__init__:32 | 初始化背景建模检测器
2026-01-29 10:45:20 | INFO | image_storage:__init__:37 | 图片保存目录: D:\appdata\uploadPath\caseapp
2026-01-29 10:45:20 | INFO | camera_monitor:__init__:58 | 摄像头 一层贵重物品区摄像头1 将创建独立YOLO实例
2026-01-29 10:45:20 | INFO | camera_monitor:_worker_process:156 | 后台工作线程开始运行 - 摄像头: 一层贵重物品区摄像头1
2026-01-29 10:45:20 | INFO | camera_monitor:start:118 | 后台工作线程已启动: 一层贵重物品区摄像头1 (ID: 3)
2026-01-29 10:45:20 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40123@192.168.100.107:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:45:20 | INFO | camera_monitor:start:127 | 开始监测摄像头: 一层贵重物品区摄像头1 (ID: 3)
2026-01-29 10:45:21 | INFO | __main__:start_all_monitors:158 | 摄像头 一层贵重物品区摄像头1 (ID: 4) 使用YOLO配置: 默认全局池
2026-01-29 10:45:21 | INFO | camera_monitor:__init__:43 | 摄像头 一层贵重物品区摄像头1 (ID: 4) RTSP URL: rtsp://admin:khjy%40321@192.168.100.110:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:45:21 | INFO | image_detection:__init__:32 | 初始化背景建模检测器
2026-01-29 10:45:21 | INFO | image_storage:__init__:37 | 图片保存目录: D:\appdata\uploadPath\caseapp
2026-01-29 10:45:21 | INFO | camera_monitor:__init__:58 | 摄像头 一层贵重物品区摄像头1 将创建独立YOLO实例
2026-01-29 10:45:21 | INFO | camera_monitor:_worker_process:156 | 后台工作线程开始运行 - 摄像头: 一层贵重物品区摄像头1
2026-01-29 10:45:21 | INFO | camera_monitor:start:118 | 后台工作线程已启动: 一层贵重物品区摄像头1 (ID: 4)
2026-01-29 10:45:21 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40321@192.168.100.110:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:45:21 | INFO | camera_monitor:start:127 | 开始监测摄像头: 一层贵重物品区摄像头1 (ID: 4)
2026-01-29 10:45:22 | INFO | __main__:start_all_monitors:158 | 摄像头 一层室外大件物品区摄像头1 (ID: 5) 使用YOLO配置: 默认全局池
2026-01-29 10:45:22 | INFO | camera_monitor:__init__:43 | 摄像头 一层室外大件物品区摄像头1 (ID: 5) RTSP URL: rtsp://admin:khjy%40123@192.168.1.64:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:45:22 | INFO | image_detection:__init__:32 | 初始化背景建模检测器
2026-01-29 10:45:22 | INFO | image_storage:__init__:37 | 图片保存目录: D:\appdata\uploadPath\caseapp
2026-01-29 10:45:22 | INFO | camera_monitor:__init__:58 | 摄像头 一层室外大件物品区摄像头1 将创建独立YOLO实例
2026-01-29 10:45:22 | INFO | camera_monitor:_worker_process:156 | 后台工作线程开始运行 - 摄像头: 一层室外大件物品区摄像头1
2026-01-29 10:45:22 | INFO | camera_monitor:start:118 | 后台工作线程已启动: 一层室外大件物品区摄像头1 (ID: 5)
2026-01-29 10:45:22 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40123@192.168.1.64:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:45:22 | INFO | camera_monitor:start:127 | 开始监测摄像头: 一层室外大件物品区摄像头1 (ID: 5)
2026-01-29 10:45:23 | INFO | __main__:start_all_monitors:158 | 摄像头 一层室内较小库房摄像头1 (ID: 20) 使用YOLO配置: 默认全局池
2026-01-29 10:45:23 | INFO | camera_monitor:__init__:43 | 摄像头 一层室内较小库房摄像头1 (ID: 20) RTSP URL: rtsp://admin:khjy%40321@192.168.100.111:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:45:23 | INFO | image_detection:__init__:32 | 初始化背景建模检测器
2026-01-29 10:45:23 | INFO | image_storage:__init__:37 | 图片保存目录: D:\appdata\uploadPath\caseapp
2026-01-29 10:45:23 | INFO | camera_monitor:__init__:58 | 摄像头 一层室内较小库房摄像头1 将创建独立YOLO实例
2026-01-29 10:45:23 | INFO | camera_monitor:_worker_process:156 | 后台工作线程开始运行 - 摄像头: 一层室内较小库房摄像头1
2026-01-29 10:45:23 | INFO | camera_monitor:start:118 | 后台工作线程已启动: 一层室内较小库房摄像头1 (ID: 20)
2026-01-29 10:45:23 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40321@192.168.100.111:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:45:23 | INFO | camera_monitor:start:127 | 开始监测摄像头: 一层室内较小库房摄像头1 (ID: 20)
2026-01-29 10:45:24 | INFO | __main__:start_all_monitors:158 | 摄像头 一层恒温大件物品区摄像头1 (ID: 21) 使用YOLO配置: 默认全局池
2026-01-29 10:45:24 | INFO | camera_monitor:__init__:43 | 摄像头 一层恒温大件物品区摄像头1 (ID: 21) RTSP URL: rtsp://admin:khjy%40321@192.168.100.112:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:45:24 | INFO | image_detection:__init__:32 | 初始化背景建模检测器
2026-01-29 10:45:24 | INFO | image_storage:__init__:37 | 图片保存目录: D:\appdata\uploadPath\caseapp
2026-01-29 10:45:24 | INFO | camera_monitor:__init__:58 | 摄像头 一层恒温大件物品区摄像头1 将创建独立YOLO实例
2026-01-29 10:45:24 | INFO | camera_monitor:_worker_process:156 | 后台工作线程开始运行 - 摄像头: 一层恒温大件物品区摄像头1
2026-01-29 10:45:24 | INFO | camera_monitor:start:118 | 后台工作线程已启动: 一层恒温大件物品区摄像头1 (ID: 21)
2026-01-29 10:45:24 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40321@192.168.100.112:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:45:24 | INFO | camera_monitor:start:127 | 开始监测摄像头: 一层恒温大件物品区摄像头1 (ID: 21)
